id,list_name,party,session,type,date,value,donated_to_charity,party_donation,description,sub_entry
1441,"Bellingham, Henry",Conservative,2013-14,directorship,2013-10-31,7500.0,False,False,"Non-executive director of Developing Markets Associates Ltd, a global consultancy and investment conference organiser. (Registered 17 May 2013)","Received £7,500 gross. Hours: 4 hrs carrying out duties as a Non-Executive Director, plus 12 hrs chairing and attending DMA inward investment conferences. (Registered 31 October 2013)"
1441,"Bellingham, Henry",Conservative,2013-14,sponsorship,2013-03-05,32403.93,False,True,Donor: North West Norfolk Patrons Club,
1522,"Holloway, Adam",Conservative,2013-14,employment,2013-09-09,350.0,False,False,"Lecturer at Defence Academy/Staff College, Wiltshire, undertaking 4 lectures a year for £350 a lecture. (Registered 23 August 2012)","July 2013, payment of £350.  Hours: 2 hrs plus 4 hrs travel. (Registered 9 September 2013)"
1522,"Holloway, Adam",Conservative,2013-14,employment,2013-09-06,350.0,False,False,"Payment of £200 from Daily Mirror, MGN Limited, One Canada Square, Canary Wharf, London E14 5AP, for article.  Hours: 1 hr. (Registered 6 September 2013)",
1170,"Teather, Sarah",Liberal Democrat,2013-14,sponsorship,2013-03-27,5000.0,False,False,Donor: Brompton Capital,
17,"Bercow, John",Speaker,2013-14,sponsorship,2013-12-09,5000.0,False,True,Donor: Sun Mark Ltd,
17,"Bercow, John",Speaker,2013-14,gift,2013-07-08,1218.0,False,False,Donor: Lawn Tennis Association,
17,"Bercow, John",Speaker,2013-14,gift,2013-12-03,1000.0,False,False,Donor: Aisam Qureshi,
103,"Beresford, Paul",Conservative,2013-14,employment,2013-10-10,42000.0,False,False,Employed as part-time dental surgeon for Beresford Dental Practice Limited.,"Gross fees to Beresford Dental Practice for 2012-13 were £120,430.48, which would give net earnings of approx £42,000.  I made no drawings from the company during the year. Hours: 400 hrs approx
.  (Registered 10 October 2013)"
103,"Beresford, Paul",Conservative,2013-14,employment,2013-06-25,625.0,False,False,Costs of £625 for attending the FMC dental conference on 7 & 8 June 2013 were met by,
103,"Beresford, Paul",Conservative,2013-14,employment,2013-01-29,3000.0,False,False,"Retained as consultant on Professional Indemnity for Lockton Insurance, The St Botolph Bldg, 138 Houndsditch, London EC3A 7AG. Remuneration of £1,000 a month for between 6 and 24 hours each month
.","23 January 2013, payment of £3,000 for October, November and December 2012. Hours: 24 hrs in total.(Registered 29 January 2013)"
103,"Beresford, Paul",Conservative,2013-14,employment,2013-01-29,3000.0,False,False,"Retained as consultant on Professional Indemnity for Lockton Insurance, The St Botolph","23 January 2013, payment of £3,000 for October, November and December 2012."
103,"Beresford, Paul",Conservative,2013-14,employment,2013-06-25,3000.0,False,False,"Retained as consultant on Professional Indemnity for Lockton Insurance, The St Botolph","28 May 2013, payment of £3,000 for January, February and March 2013. Hours: 24 hrs in total. 
(Registered 25 June 2013)"
4036,"Berger, Luciana",Labour,2013-14,employment,2013-03-06,75.0,False,False,"ComRes, 4 Millbank, London, SW1P 3JA.","Received £75 on 26 February 2013.  Hours: 20 mins.  Payment made to my Constituency Labour Party. 
(Registered 6 March 2013)"
4036,"Berger, Luciana",Labour,2013-14,employment,2013-04-02,75.0,False,False,"ComRes, 4 Millbank, London, SW1P 3JA.","Received £75 on 29 March 2013. Hours: 20 mins. Payment made to my Constituency Labour Party. 
(Registered 2 April 2013)"
4036,"Berger, Luciana",Labour,2013-14,employment,2013-06-04,75.0,False,False,"ComRes, 4 Millbank, London, SW1P 3JA.","Received £75 on 4 June 2013.  Hours: 40 mins.  Payment made to my Constituency Labour Party. 
(Registered 4 June 2013)"
4036,"Berger, Luciana",Labour,2013-14,employment,2014-01-01,75.0,False,False,"ComRes, 4 Millbank, London, SW1P 3JA.","Received £75 on 9 September 2013.  Hours: 20 mins.  Payment made to my Constituency Labour Party. 
(Registered 9 September
 
2013)"
4036,"Berger, Luciana",Labour,2013-14,oversees_visit,2013-04-09,3500.0,False,False,Donor: Government of the United Arab Emirates,
4060,"Berry, Jake",Conservative,2013-14,employment,2013-02-21,1250.0,False,False,"Consultant to Squire, Sanders & Dempsey (UK) LLP as a consultant solicitor advising on client services, business development and on other specific matters.  Address:  Trinity Court, 16 John Dalton Street, Manchester M60 8HS.   Payment received on a monthly basis.","February 2013, payment of £1,250.  Hours: 16 hrs in January 2013.  (Registered 21 February 2013)"
4060,"Berry, Jake",Conservative,2013-14,employment,2013-03-28,1250.0,False,False,"Consultant to Squire, Sanders & Dempsey (UK) LLP as a consultant solicitor advising on client services, business development and on other specific matters.  Address:  Trinity Court, 16 John Dalton Street, Manchester M60 8HS.   Payment received on a monthly basis.","March 2013, payment of £1,250.  Hours: 16 hrs in February 2013.  (Registered 28 March 2013)"
4060,"Berry, Jake",Conservative,2013-14,employment,2013-05-20,1250.0,False,False,"Consultant to Squire, Sanders & Dempsey (UK) LLP as a consultant solicitor advising on client services, business development and on other specific matters.  Address:  Trinity Court, 16 John Dalton Street, Manchester M60 8HS.   Payment received on a monthly basis.","April 2013, payment of £1,250.  Hours: 16 hrs in March 2013.  (Registered 20 May 2013)"
4060,"Berry, Jake",Conservative,2013-14,employment,2013-05-20,1250.0,False,False,"Consultant to Squire, Sanders & Dempsey (UK) LLP as a consultant solicitor advising on client services, business development and on other specific matters.  Address:  Trinity Court, 16 John Dalton Street, Manchester M60 8HS.   Payment received on a monthly basis.","May 2013, payment of £1,250.  Hours: 16 hrs in April 2013.  (Registered 20 May 2013)"
394,"Betts, Clive",Labour,2013-14,employment,2013-07-28,75.0,False,False,"Payments from ComRes, Four Millbank, London SW1P 3JA, for completing surveys.  All payments are donated directly to my constituency party:","20 December 2012, £75.  Hours: 30 mins. (Registered 28 July 2013)"
394,"Betts, Clive",Labour,2013-14,employment,2013-07-28,75.0,False,False,"Payments from ComRes, Four Millbank, London SW1P 3JA, for completing surveys.  All payments are donated directly to my constituency party:","3 January 2013, £75.  Hours: 30 mins. (Registered 28 July 2013)"
394,"Betts, Clive",Labour,2013-14,employment,2013-07-28,75.0,False,False,"Payments from ComRes, Four Millbank, London SW1P 3JA, for completing surveys.  All payments are donated directly to my constituency party:","26 February 2013, £75.  Hours: 30 mins. (Registered 28 July 2013)"
394,"Betts, Clive",Labour,2013-14,employment,2013-07-28,75.0,False,False,"Payments from ComRes, Four Millbank, London SW1P 3JA, for completing surveys.  All payments are donated directly to my constituency party:","13 May 2013, £75.  Hours: 30 mins. (Registered 28 July 2013)"
394,"Betts, Clive",Labour,2013-14,employment,2013-07-28,75.0,False,False,"Payments from ComRes, Four Millbank, London SW1P 3JA, for completing surveys.  All payments are donated directly to my constituency party:","17 May 2013, £75.  Hours: 30 mins. (Registered 28 July 2013)"
394,"Betts, Clive",Labour,2013-14,employment,2013-10-07,75.0,False,False,"Payments from ComRes, Four Millbank, London SW1P 3JA, for completing surveys.  All payments are donated directly to my constituency party:","7 October 2013, £75.  Hours: 30 mins. (Registered 7 October 2013)"
394,"Betts, Clive",Labour,2013-14,employment,2013-07-28,100.0,False,False,"Payment of £100 from Leftfield, 51 Clink Street Studios, Clink St, London SE1 9DG, for completing survey.  Hours: 30 mins. (Registered 28 July 2013)",
3994,"Bingham, Andrew",Conservative,2013-14,employment,2013-07-08,75.0,True,False,"Payments from ComRes, Four Millbank, London SW1P 3JA, for opinion surveys:",Received £75. Hours: 30 mins.  Payment donated to charity. (Registered 8 July 2013)
3994,"Bingham, Andrew",Conservative,2013-14,employment,2013-09-11,75.0,True,False,"Payments from ComRes, Four Millbank, London SW1P 3JA, for opinion surveys:",Received £75. Hours: 30 mins.  Payment donated to local charity. (Registered 11 September 2013)
3994,"Bingham, Andrew",Conservative,2013-14,employment,2013-11-21,80.0,True,False,"Payment of £200 from Ipsos MORI, 79-81 Borough Road, London SE1 1FY for opinion survey. Hours: 1 hr. Payment donated to local charity. (Registered 11 September 2013)",
1550,"Binley, Brian",Conservative,2013-14,directorship,2014-01-01,32000.0,False,False,"Chairman (non-executive), BCC Marketing Services Ltd, Belgrade Business Centre, Denington Road, Wellingborough, Northamptonshire NN8 2QH; a database building and information gathering telemarketing service company which I founded in 1989.  I receive a payment of £32,000 per annum, paid monthly.  I chair a monthly board meeting and have regular telephone contact with the managing director.  Hours worked, approximately 5 hours per month.",
582,"Hood, Jim",Labour,2013-14,employment,2013-03-20,75.0,False,False,"Fees for completing surveys for CommunicateResearch Ltd, 4 Millbank, London SW1P 3JA:","26 February 2013, received £75.  Hours: 30 mins.  Fee donated to community group. (Registered 20 March 2013)"
1550,"Binley, Brian",Conservative,2013-14,employment,2013-06-12,1000.0,False,False,"Retained by the British Promotional Merchandise Association, 52-53 Russell Square, London WC1B 4HP, which promotes best practice for the sourcing, manufacturing and distribution of promotional products. Remuneration of £1,000 per year; hours not yet established. (Registered 12 June 2013)",
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2013-01-31,105.03,False,False,,Received gross pay of £225 and net pay of  £105.03 for the period 1 to 31 January 2013. Hours: 10 hrs per week. (Registered 31 January 2013)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2013-04-16,104.89,False,False,,Received gross pay of £225 and net pay of  £104.89 net for working 10 hours per week for the period 1 to 28 February 2013. (Registered 16 April 2013)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2013-04-16,104.89,False,False,,Received gross pay of £225 and net pay of  £104.89 net for working 10 hours per week for the period 1 to 31 March 2013. (Registered 16 April 2013)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2013-04-30,104.89,False,False,,Received gross pay of £225 and net pay of £104.89 net for working 10 hours per week for the period 1 to 30 April 2013. (Registered 30 April 2013)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2013-06-04,104.89,False,False,,Received gross pay of £225 and net pay of £104.89 net for working 10 hours per week for the period 1 to 31 May 2013. (Registered 4 June 2013)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2013-07-01,104.89,False,False,,Received gross pay of £225 and net pay of £104.89 net for working 10 hours per week for the period 1 to 30 June 2013. (Registered 1 July 2013)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2013-08-08,104.89,False,False,,Received gross pay of £225 and net pay of £104.89 net for working 10 hours per week for the period 1 to 31 July 2013. (Registered 8 August 2013)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2013-09-05,104.89,False,False,,Received gross pay of £225 and net pay of £104.89 net for working 10 hours per week for the period 1 to 31 August 2013. (Registered 5 September 2013)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2013-10-04,104.89,False,False,,Received gross pay of £225 and net pay of £104.89 net for working 10 hours per week for the period 1 to 30 September 2013. (Registered 4 October 2013)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2013-11-04,104.89,False,False,,Received gross pay of £225 and net pay of £104.89  for working 10 hours per week from 1-31 October 2013. (Registered 4 November 2013)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2013-12-02,104.89,False,False,,Received gross pay of £225 and net pay of £104.89  for working 10 hours per week from 1-30 November 2013. (Registered 2 December 2013)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,employment,2014-01-06,104.89,False,False,,Received gross pay of £225 and net pay of £104.89  for working 10 hours per week from 1-31 December 2013. (Registered 6 January 2014)
3946,"Birtwistle, Gordon",Liberal Democrat,2013-14,oversees_visit,2013-06-18,716.1,False,False,Donor: Statoil,
1501,"Blackman-Woods, Roberta",Labour,2013-14,employment,2013-03-05,75.0,False,False,"Payments from ComRes, 4 Millbank, London, SW1P 3JA, for opinion surveys.  The money is donated to my Constituency Party:","25 February 2013, payment of £75.  Hours: 30 mins. (Registered 5 March 2013)"
1501,"Blackman-Woods, Roberta",Labour,2013-14,employment,2013-03-26,75.0,False,False,"Payments from ComRes, 4 Millbank, London, SW1P 3JA, for opinion surveys.  The money is donated to my Constituency Party:","21 March 2013, payment of £75.  Hours: 30 mins. (Registered 26 March 2013)"
1501,"Blackman-Woods, Roberta",Labour,2013-14,employment,2013-05-20,75.0,False,False,"Payments from ComRes, 4 Millbank, London, SW1P 3JA, for opinion surveys.  The money is donated to my Constituency Party:","16 May 2013, payment of £75.  Hours: 30 mins. (Registered 20 May 2013)"
1501,"Blackman-Woods, Roberta",Labour,2013-14,employment,2013-09-10,75.0,False,False,"Payments from ComRes, 4 Millbank, London, SW1P 3JA, for opinion surveys.  The money is donated to my Constituency Party:",Received payment of £75 for participation in June parliamentary survey.  Hours: 30-45 mins. (Registered 10 September 2013)
1501,"Blackman-Woods, Roberta",Labour,2013-14,employment,2013-11-20,75.0,False,False,"Payments from ComRes, 4 Millbank, London, SW1P 3JA, for opinion surveys.  The money is donated to my Constituency Party:","15 November 2013, received payment of £75.  Hours: 30 mins. (Registered 20 November 2013)"
1501,"Blackman-Woods, Roberta",Labour,2013-14,employment,2014-01-07,80.0,False,False,"Payment from YouGov, 50 Featherstone St, London EC1Y 8RT, for survey:","18 December 2013, payment of £80 for survey.  Hours: 45 mins. (Registered 7 January 2014)"
4005,"Blackman, Bob",Conservative,2013-14,employment,2013-03-11,75.0,False,False,"Payments from ComRes, 4 Millbank, London, SW1P 3JA, for opinion surveys:",Payment of £75.  Hours: 1 hr. (Registered 11 March 2013)
4005,"Blackman, Bob",Conservative,2013-14,employment,2013-03-26,75.0,False,False,"Payments from ComRes, 4 Millbank, London, SW1P 3JA, for opinion surveys:",Payment of £75.  Hours: 1 hr. (Registered 26 March 2013)
4005,"Blackman, Bob",Conservative,2013-14,employment,2013-09-10,75.0,False,False,"Payments from ComRes, 4 Millbank, London, SW1P 3JA, for opinion surveys:",Payment of £75.  Hours: 1 hr. (Registered 10 September 2013)
4005,"Blackman, Bob",Conservative,2013-14,employment,2013-11-19,75.0,False,False,"Payments from ComRes, 4 Millbank, London, SW1P 3JA, for opinion surveys:",Payment of £75.  Hours: 1 hr. (Registered 19 November 2013)
4005,"Blackman, Bob",Conservative,2013-14,employment,2013-12-11,75.0,False,False,"Payments from ComRes, 4 Millbank, London, SW1P 3JA, for opinion surveys:",Payment of £75.  Hours: 1 hr. (Registered 11 December 2013)
4005,"Blackman, Bob",Conservative,2013-14,employment,2013-11-19,80.0,False,False,"Payment from YouGov, 50 Featherstone Street, London EC17 8RT, for opinion survey:",Payment of £80.  Hours: 1 hr. (Registered 19 November 2013)
4005,"Blackman, Bob",Conservative,2013-14,employment,2013-12-11,80.0,False,False,"Payment from YouGov, 50 Featherstone Street, London EC17 8RT, for opinion survey:",Payment of £80.  Hours: 1 hr. (Registered 11 December 2013)
4019,"Blackwood, Nicola",Conservative,2013-14,oversees_visit,2013-05-20,88.0,False,False,Donor: Oxfam GB,
456,"Blears, Hazel",Labour,2013-14,employment,2013-05-01,1000.0,False,False,"Adviser to Juice Advisory, providing strategic advice on crime and policing matters, for one day per quarter from 1 January 2013.  Address: 7 St Paul’s Yard, Silver Street, Newport Pagnell, Bucks MK16 0EG. (Up to £5,000) Employment terminated on 1 July 2013.","Payment of £1,000.  Hours: 1 day. (Registered 1 May 2013; updated 2 July 2013)"
456,"Blears, Hazel",Labour,2013-14,oversees_visit,2013-10-30,2638.78,False,False,Donor: Ergotep,
4058,"Blomfield, Paul",Labour,2013-14,employment,2013-02-18,150.0,True,False,"Payments from IPSOS Mori, 79-81 Borough Road, London SE1 1FY for interviews:",Received fee of £150 for face to face interview on 18 December 2012. Payment donated to local charity. Hours:1 hr. (Registered 18 February 2013)
4058,"Blomfield, Paul",Labour,2013-14,employment,2013-06-10,100.0,True,False,"Payment of £100 from Leftfield, 51 Clink Street Studios, Clink St, London SE1 9DG, for market research interview.  Hours: 1 hr.  Payment donated to local charity. (Registered 10 June 2013)",
4058,"Blomfield, Paul",Labour,2013-14,employment,2013-06-17,100.0,True,False,"Fee for completing survey for ComRes, 4 Millbank, London, SW1P 3JA:",Received £100 for survey.  Hours: 30 mins. Payment donated to local charity. (Registered 17 June 2013)
4058,"Blomfield, Paul",Labour,2013-14,employment,2013-11-25,75.0,True,False,"Fee for completing survey for ComRes, 4 Millbank, London, SW1P 3JA:",Received £75 for survey.  Hours: 0.75.  Payment donated to local charity. (Registered 25 November 2013)
4058,"Blomfield, Paul",Labour,2013-14,employment,2013-10-07,70.0,True,False,"Fee of £70 from Optimisa Research Ltd Pinnacle, 67 Albion St, Leeds LS1 5AA, for market research telephone interview.  Hours: 45 mins.  Payment donated to local charity. (Registered 7 October 2013)",
4058,"Blomfield, Paul",Labour,2013-14,employment,2013-11-25,80.0,True,False,"Payment of £80 from YouGov, 50 Featherstone St, London EC1Y 8RT, for online survey.  Hours: 0.75 hr.  Payment donated to local charity. (Registered 25 November 2013)",
395,"Blunkett, David",Labour,2013-14,directorship,2013-01-15,49500.0,False,False,,"Contract renewal, 6 month rolling contract,  July 2012, £49,500. (Registered 15 January 2013)"
395,"Blunkett, David",Labour,2013-14,directorship,2013-01-15,49500.0,False,False,,"Contract renewal, 6 month rolling contract, January 2013, £49,500. (Registered 15 January 2013)"
395,"Blunkett, David",Labour,2013-14,directorship,2013-05-01,20000.0,False,False,,"Six month contract from 1 April 2013: £20,000 (Registered 1 May 2013)"
395,"Blunkett, David",Labour,2013-14,directorship,2013-04-08,20000.0,False,False,,"Rolling six month contract from 1 April 2013.  Hours: 4 hours per month. Payment of £20,000. (Registered 8 April 2013)"
395,"Blunkett, David",Labour,2013-14,directorship,2013-02-14,5000.0,False,False,"UC Group Ltd, Sundridge Park Manor, Willoughby Lane, Bromley, Kent BR1 3FZ (non-executive). This involves some travel.","Payment of £5,000 received on 31 January 2013.  Hours: 7 hrs. (Registered 14 February 2013)"
395,"Blunkett, David",Labour,2013-14,directorship,2013-03-15,5000.0,False,False,"UC Group Ltd, Sundridge Park Manor, Willoughby Lane, Bromley, Kent BR1 3FZ (non-executive). This involves some travel.","Payment of £5,000 received on 28 February 2013.  Hours: 5 hrs. (Registered 15 March 2013)"
395,"Blunkett, David",Labour,2013-14,directorship,2013-07-30,10000.0,False,False,"UC Group Ltd, Sundridge Park Manor, Willoughby Lane, Bromley, Kent BR1 3FZ (non-executive). This involves some travel.","Payment of £10,000 received on 10 July 2013.  Hours: 15 hrs. (Registered 30 July 2013)"
395,"Blunkett, David",Labour,2013-14,directorship,2013-12-09,5000.0,False,False,"UC Group Ltd, Sundridge Park Manor, Willoughby Lane, Bromley, Kent BR1 3FZ (non-executive). This involves some travel.","Payment of £5,000 received on 25 November 2013.  Hours: 6 hrs. (Registered 9 December 2013)"
395,"Blunkett, David",Labour,2013-14,employment,2013-02-14,300.0,False,False,"Payments for articles published by The Yorkshire Post, Wellington Street, Leeds LS1 1RF:","4 February 2013, I received a payment of £300 for two articles. Hours: 6 hrs. (Registered 14 February 2013)"
3974,"Perry, Claire",Conservative,2010-11,sponsorship,2010-06-02,4500.0,False,True,Donor: Ms Gillian Fallon,
395,"Blunkett, David",Labour,2013-14,employment,2013-04-17,180.0,False,False,"Payments for articles published by The Yorkshire Post, Wellington Street, Leeds LS1 1RF:","2 April 2013, I received a payment of £180 for articles written. Hours: 2.5 hrs. (Registered 17 April 2013)"
