id,list_name,party,session,type,date,value,donated_to_charity,description,sub_entry
1589,"Banks, Gordon",Labour,2014-15,directorship,2014-11-05,1560.2,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 October 2014, received salary payment of £2,666.67 gross, (£1,560.20 net) for period 1-31 October 2014.  Hours: 19 hrs. (Registered 5 November 2014)"
1589,"Banks, Gordon",Labour,2014-15,directorship,2014-12-03,1559.8,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 November 2014, received salary payment of £2,666.67 gross, (£1,559.80 net) for period 1-30 November 2014.  Hours: 12 hrs. (Registered 3 December 2014)"
1589,"Banks, Gordon",Labour,2014-15,directorship,2015-01-08,1559.8,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 December 2014, received salary payment of £2,666.67 gross, (£1,559.80 net) for period 1-31 December 2014.  Hours: 15 hrs. (Registered 8 January 2015)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-01-27,1559.22,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 December 2012, received salary payment of £2,666.67 gross (£1,559.22 net) for period 1-30 November 2012.  Hours: 19 hrs. (Registered 27 January 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-02-26,1559.22,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 January 2013, received salary payment of £2,666.67 gross (£1,559.22 net) for period 1-31 January 2013.  Hours: 18 hrs. (Registered 26 February 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-03-31,1559.22,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 February 2013, received salary payment of £2,666.67 gross (£1,559.22 net) for period 1-28 February 2013.  Hours: 19 hrs. (Registered 31 March 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-03-31,1559.22,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 March 2013, received salary payment of £2,666.67 gross (£1,559.22 net) for period 1-31 March 2013.  Hours: 20 hrs. (Registered 31 March 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-05-14,1559.86,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 April 2013, received salary payment of £2,666.67 gross (£1,559.86 net) for period 1-30 April 2013.  Hours: 18 hrs. (Registered 14 May 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-07-03,1559.86,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 May 2013, received salary payment of £2,666.67 gross (£1,559.86 net) for period 1-31 May 2013.  Hours: 21 hrs. (Registered 3 July 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-07-03,1559.86,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 June 2013, received salary payment of £2,666.67 gross (£1,559.86 net) for period 1-30 June 2013.  Hours: 20 hrs. (Registered 3 July 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-08-14,1559.86,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 July 2013, received salary payment of £2,666.67 gross (£1,559.86 net) for period 1-31 July 2013.  Hours: 19 hrs. (Registered 14 August 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-09-03,1559.86,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 August 2013, received salary payment of £2,666.67 gross (£1,559.86 net) for period 1-31 August 2013.  Hours: 20 hrs. (Registered 3 September 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-10-02,1559.46,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 September 2013, received salary payment of £2,666.67 gross (£1,559.46 net) for period 1-30 September 2013.  Hours: 20 hrs. (Registered 2 October 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-11-04,1559.86,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 October 2013, received salary payment of £2,666.67 gross (£1,559.86 net) for period 1-31 October 2013.  Hours: 19 hrs. (Registered 4 November 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2013-12-03,1559.86,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","28 November 2013, received salary payment of £2,666.67 gross (£1,559.86 net) for period 1-30 November 2013.  Hours: 20 hrs. (Registered 3 December 2013)"
1589,"Banks, Gordon",Labour,2013-14,directorship,2014-01-07,1559.46,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 December 2013, received salary payment of £2,666.67 gross (£1,559.46 net) for period 1-31 December 2013.  Hours: 16 hrs. (Registered 7 January 2014)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-01-18,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 December 2011, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-31 December 2011.  Hours: 14 hrs. (Registered 18 January 2012)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-03-13,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 January 2012, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-31 January 2012.  Hours: 19 hrs. (Registered 13 March 2012)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-03-13,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 February 2012, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-29 February 2012.  Hours: 18 hrs. (Registered 13 March 2012)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-04-11,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 March 2012, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-31 March 2012.  Hours: 20 hrs. (Registered 11 April 2012)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-05-09,1559.62,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 April 2012, received salary payment of £2,666.67 gross (£1,559.62 net) for the period 1-30 April 2012.  Hours: 19 hrs. (Registered 9 May 2012)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-06-13,1559.62,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 May 2012, received salary payment of £2,666.67 gross (£1,559.62 net) for the period 1-31 May 2012.  Hours: 21 hrs. (Registered 13 June 2012)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-07-02,1559.62,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 June 2012, received salary payment of £2,666.67 gross (£1,559.62 net) for the period 1-30 June 2012.  Hours: 20 hrs. (Registered 2 July 2012)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-08-16,1559.22,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 July 2012, received salary payment of £2,666.67 gross (£1,559.22 net) for period 1-31 July 2012.  Hours: 11 hrs. (Registered 16 August 2012)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-09-17,1559.22,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 August 2012, received salary payment of £2,666.67 gross (£1,559.22 net) for period 1-31 August 2012.  Hours: 24 hrs. (Registered 17 September 2012)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-10-24,1559.22,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 September 2012, received salary payment of £2,666.67 gross (£1,559.22 net) for period 1-30 September 2012.  Hours: 19 hrs. (Registered 24 October 2012)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-11-06,1559.22,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 October 2012, received salary payment of £2,666.67 gross (£1,559.22 net) for period 1-31 October 2012.  Hours: 20 hrs. (Registered 6 November 2012)"
1589,"Banks, Gordon",Labour,2012-13,directorship,2012-12-11,1559.22,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 November 2012, received salary payment of £2,666.67 gross (£1,559.22 net) for period 1-30 November 2012.  Hours: 18 hrs. (Registered 11 December 2012)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2010-09-13,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 August 2010, received salary payment of £3,500 gross (£1,767.36 net) for the period 1-31 August 2010.   I also had the use of a company car for this period.  Hours: 24 hrs. (Registered 13 September 2010)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2010-10-13,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 September 2010, received salary payment of £3,500 gross (£1,767.36 net) for the period 1-30 September 2010.   I also had the use of a company car for this period.  Hours: 12 hrs. (Registered 13 October 2010)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2010-11-24,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 October 2010, received salary payment of £3,500 gross (£1,767.36 net) for the period 1-31 October 2010.   I also had the use of a company car for this period.  Hours: 20 hrs. (Registered 24 November 2010)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-01-04,2069.76,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 November 2010, received salary payment of £3,500 gross (£2069.76 net) for the period 1-30 November 2010.   I also had the use of a company car for this period.  Hours: 20 hrs. (Registered 4 January 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-01-25,2069.76,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 December 2010, received salary payment of £3,500 gross (£2069.76 net) for the period 1-31 December 2010.   I also had the use of a company car for this period.  Hours: 17 hrs. (Registered 25 January 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-03-07,2069.76,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 January 2011, received salary payment of £3,500 gross (£2069.76 net) for the period 1-31 January 2011.   I also had the use of a company car for this period.  Hours: 19 hrs. (Registered 7 March 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-03-07,2069.76,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 February 2011, received salary payment of £3,500 gross (£2069.76 net) for the period 1-28 February 2011.   I also had the use of a company car for this period.  Hours: 21 hrs. (Registered  7 March 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-04-26,1578.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 March 2011, received salary payment of £2,666.67 gross (£1,578.36 net) for the period 1-31 March 2011.  Hours: 17 hrs. (Registered 26 April 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-05-24,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 April 2011, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-30 April 2011.  Hours: 19 hrs. (Registered 24 May 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-06-28,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 May 2011, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-31 May  2011.  Hours: 20 hrs. (Registered 28 June 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-06-28,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 June 2011, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-30 June 2011.  Hours: 21 hrs. (Registered 28 June 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-08-29,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 July 2011, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-31 July 2011.  Hours: 19 hrs. (Registered 29 August 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-08-29,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 August 2011, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-31 August 2011.  Hours: 27 hrs. (Registered 29 August 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-10-18,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 September 2011, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-30 September 2011.  Hours: 22 hrs. (Registered 18 October 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-12-08,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 October 2011, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-31 October 2011.  Hours: 20 hrs. (Registered 8 December 2011)"
1589,"Banks, Gordon",Labour,2011-12,directorship,2011-12-08,1558.98,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 November 2011, received salary payment of £2,666.67 gross (£1,558.98 net) for the period 1-30 November 2011.  Hours: 21 hrs. (Registered 8 December 2011)"
1589,"Banks, Gordon",Labour,2010-11,directorship,2009-09-09,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 August 2009, received salary payment of £3,500 gross (£1,767.36 net) for the period 1-31 August 2009.  I also had use of company car and fuel.  Hours:  15 hours. (Registered 9 September 2009)"
1589,"Banks, Gordon",Labour,2010-11,directorship,2009-10-12,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","24 September 2009, received salary payment of £3,500 gross (£1,767.36 net) for the period 1-30 September 2009.   I also had use of a company car and fuel for this period. Hours:  23 hours. (Registered 12 October 2009)"
1589,"Banks, Gordon",Labour,2010-11,directorship,2009-11-25,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","29 October 2009, received salary payment of £3,500 gross (£1,767.36 net) for the period 1-30 October 2009.  I also had use of a company car and fuel for this period. Hours: 21 hrs. (Registered 25 November 2009)"
1589,"Banks, Gordon",Labour,2010-11,directorship,2009-12-30,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","26 November 2009, received salary payment of £3,500 gross (£1,767.36 nett) for the period 1-30 November 2009. I also had the use of a company car and fuel for this period. Hours: 24 hrs. (Registered 30 December 2009)"
1589,"Banks, Gordon",Labour,2010-11,directorship,2010-01-22,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 December 2009, received salary payment of £3,500 gross (£1,767.36 net) for the period 1-31 December 2009.  I also had the use of a company car and fuel for this period. Hours: 27 hrs. (Registered 22 January 2010)"
1589,"Banks, Gordon",Labour,2010-11,directorship,2010-02-21,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 January 2010, received salary payment of £3,500 gross (£1,767.36 net) for the period 1-31 January 2010.  I also had the use of a company car and fuel for this period.  Hours: 22 hrs. (Registered 21 February 2010)"
1589,"Banks, Gordon",Labour,2010-11,directorship,2010-03-21,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","27 February 2010, received salary payment of £3,500 gross (£1,767.36 net) for the period 1-28 February 2010.  I also had the use of a company car for this period. Hours: 25 hrs. (Registered 21 March 2010)"
1589,"Banks, Gordon",Labour,2010-11,directorship,2010-06-08,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","25 March 2010, received salary payment of £3,500 gross (£1,767.36 net) for the period 1-28 February 2010.  I also had the use of a company car for this period. Hours: 24 hrs. (Registered 8 June 2010)"
1589,"Banks, Gordon",Labour,2010-11,directorship,2010-06-08,1767.36,False,"Cartmore Building Supply Co Ltd, Cartmore Industrial Estate, Lochgelly, Fife. Builders’ merchant.  Work includes: attending meetings; reviewing management accounts; reviewing company procedures; performance and processes; management of staff; and, management of stock control and IT development.","29 April 2010, received salary payment of £3,500 gross (£1,767.36 net) for the period 1-28 February 2010.  I also had the use of a company car for this period. Hours: 20 hrs. (Registered 8 June 2010)"
